Unnamed: 0,model,displ,cyl,trans,drive,fuel,veh_class,air_pollution_score,city_mpg,hwy_mpg,cmb_mpg,greenhouse_gas_score,smartway
2049,SUBARU Forester,2.5,4,Man-5,4WD,Gasoline,SUV,6,19.0,25.0,21.0,6,no
2050,SUBARU Forester,2.5,4,Auto-L4,4WD,Gasoline,SUV,6,20.0,26.0,22.0,6,no
2051,SUBARU Forester,2.5,4,Man-5,4WD,Gasoline,SUV,6,20.0,27.0,22.0,6,no
2056,SUBARU Impreza,2.5,4,Man-5,4WD,Gasoline,small car,6,19.0,25.0,21.0,6,no
2057,SUBARU Impreza,2.5,4,Auto-S4,4WD,Gasoline,small car,6,20.0,25.0,22.0,6,no
2058,SUBARU Impreza,2.5,4,Man-5,4WD,Gasoline,small car,6,20.0,27.0,22.0,6,no
2059,SUBARU Impreza,2.5,4,Auto-S4,4WD,Gasoline,small car,6,20.0,27.0,22.0,6,no
2065,SUBARU Impreza Wagon,2.5,4,Man-6,4WD,Gasoline,station wagon,6,17.0,23.0,19.0,5,no
2066,SUBARU Impreza Wagon,2.5,4,Man-5,4WD,Gasoline,station wagon,6,19.0,25.0,21.0,6,no
2067,SUBARU Impreza Wagon,2.5,4,Auto-S4,4WD,Gasoline,station wagon,6,20.0,25.0,22.0,6,no
2068,SUBARU Impreza Wagon,2.5,4,Man-5,4WD,Gasoline,station wagon,6,20.0,27.0,22.0,6,no
2069,SUBARU Impreza Wagon,2.5,4,Auto-S4,4WD,Gasoline,station wagon,6,20.0,27.0,22.0,6,no
2070,SUBARU Legacy,2.5,4,Man-5,4WD,Gasoline,small car,9.5,20.0,27.0,22.0,6,yes
2071,SUBARU Legacy,2.5,4,Auto-S4,4WD,Gasoline,small car,9.5,20.0,27.0,22.0,6,yes
2079,SUBARU Legacy,2.5,4,Man-6,4WD,Gasoline,small car,6,17.0,24.0,20.0,6,no
2080,SUBARU Legacy,2.5,4,Auto-S5,4WD,Gasoline,small car,6,18.0,24.0,20.0,6,no
2081,SUBARU Legacy,2.5,4,Man-5,4WD,Gasoline,small car,6,19.0,25.0,21.0,6,no
2082,SUBARU Legacy,2.5,4,Man-5,4WD,Gasoline,small car,6,20.0,27.0,22.0,6,no
2083,SUBARU Legacy,2.5,4,Auto-S4,4WD,Gasoline,small car,6,20.0,27.0,22.0,6,no
2085,SUBARU Legacy,3.0,6,Auto-S5,4WD,Gasoline,small car,6,17.0,24.0,20.0,6,no
2091,SUBARU Outback Sport,2.5,4,Man-6,4WD,Gasoline,station wagon,6,17.0,23.0,19.0,5,no
2092,SUBARU Outback Sport,2.5,4,Man-5,4WD,Gasoline,station wagon,6,19.0,25.0,21.0,6,no
2093,SUBARU Outback Sport,2.5,4,Auto-S4,4WD,Gasoline,station wagon,6,20.0,25.0,22.0,6,no
2094,SUBARU Outback Sport,2.5,4,Man-5,4WD,Gasoline,station wagon,6,20.0,27.0,22.0,6,no
2095,SUBARU Outback Sport,2.5,4,Auto-S4,4WD,Gasoline,station wagon,6,20.0,27.0,22.0,6,no
2096,SUBARU Outback Wagon,2.5,4,Man-5,4WD,Gasoline,SUV,9.5,19.0,26.0,22.0,6,yes
2097,SUBARU Outback Wagon,2.5,4,Auto-S4,4WD,Gasoline,SUV,9.5,20.0,26.0,22.0,6,yes
2104,SUBARU Outback Wagon,2.5,4,Auto-S5,4WD,Gasoline,SUV,6,18.0,24.0,20.0,6,no
2105,SUBARU Outback Wagon,2.5,4,Man-5,4WD,Gasoline,SUV,6,18.0,24.0,20.0,6,no
2106,SUBARU Outback Wagon,2.5,4,Man-5,4WD,Gasoline,SUV,6,19.0,26.0,22.0,6,no
2107,SUBARU Outback Wagon,2.5,4,Auto-S4,4WD,Gasoline,SUV,6,20.0,26.0,22.0,6,no
2109,SUBARU Outback Wagon,3.0,6,Auto-S5,4WD,Gasoline,SUV,6,17.0,24.0,20.0,6,no
2111,SUBARU Tribeca,3.6,6,Auto-S5,4WD,Gasoline,SUV,6,16.0,21.0,18.0,5,no
2124,SUZUKI Grand Vitara,2.7,6,Man-5,2WD,Gasoline,SUV,6,16.0,22.0,18.0,5,no
2125,SUZUKI Grand Vitara,2.7,6,Auto-L5,2WD,Gasoline,SUV,6,17.0,22.0,19.0,5,no
2126,SUZUKI Grand Vitara,2.7,6,Man-5,4WD,Gasoline,SUV,6,16.0,21.0,18.0,5,no
2127,SUZUKI Grand Vitara,2.7,6,Auto-L5,4WD,Gasoline,SUV,6,17.0,21.0,19.0,5,no
2138,SUZUKI SX4,2.0,4,Man-5,2WD,Gasoline,small car,6,22.0,30.0,25.0,7,yes
2139,SUZUKI SX4,2.0,4,Auto-L4,2WD,Gasoline,small car,6,23.0,31.0,26.0,8,yes
2140,SUZUKI SX4,2.0,4,Man-5,4WD,Gasoline,station wagon,6,21.0,28.0,24.0,7,yes
2141,SUZUKI SX4,2.0,4,Auto-L4,4WD,Gasoline,station wagon,6,21.0,28.0,24.0,7,yes
2142,SUZUKI SX4,2.0,4,Man-5,2WD,Gasoline,station wagon,6,22.0,30.0,25.0,7,yes
2143,SUZUKI SX4,2.0,4,Auto-L4,2WD,Gasoline,station wagon,6,22.0,30.0,25.0,7,yes
2146,TOYOTA 4Runner,4.7,8,Auto-L5,2WD,Gasoline,SUV,7,15.0,19.0,17.0,4,no
2147,TOYOTA 4Runner,4.7,8,Auto-L5,4WD,Gasoline,SUV,7,14.0,17.0,15.0,3,no
2150,TOYOTA 4Runner,4.0,6,Auto-L5,2WD,Gasoline,SUV,6,16.0,21.0,18.0,5,no
2151,TOYOTA 4Runner,4.0,6,Auto-L5,4WD,Gasoline,SUV,6,16.0,20.0,17.0,4,no
2154,TOYOTA Avalon,3.5,6,Auto-S6,2WD,Gasoline,large car,7,19.0,28.0,22.0,6,yes
2156,TOYOTA Camry,2.4,4,Auto-L5,2WD,Gasoline,midsize car,9.5,21.0,31.0,25.0,7,yes
2157,TOYOTA Camry,2.4,4,Man-5,2WD,Gasoline,midsize car,7,21.0,31.0,25.0,7,yes
2158,TOYOTA Camry,2.4,4,Auto-L5,2WD,Gasoline,midsize car,7,21.0,31.0,25.0,7,yes
2159,TOYOTA Camry,3.5,6,Auto-S6,2WD,Gasoline,midsize car,7,19.0,28.0,22.0,6,yes
2163,TOYOTA Camry Hybrid,2.4,4,Auto-AV,2WD,Gasoline,midsize car,9.5,33.0,34.0,34.0,9,yes
2165,TOYOTA Corolla,1.8,4,Auto-L4,2WD,Gasoline,small car,7,26.0,35.0,29.0,8,yes
2166,TOYOTA Corolla,1.8,4,Man-5,2WD,Gasoline,small car,7,28.0,37.0,31.0,9,yes
2172,TOYOTA FJ Cruiser,4.0,6,Auto-L5,2WD,Gasoline,SUV,6,16.0,20.0,18.0,5,no
2173,TOYOTA FJ Cruiser,4.0,6,Man-6,4WD,Gasoline,SUV,6,15.0,18.0,16.0,4,no
2174,TOYOTA FJ Cruiser,4.0,6,Auto-L5,4WD,Gasoline,SUV,6,16.0,20.0,17.0,4,no
2175,TOYOTA Highlander,3.5,6,Auto-S5,2WD,Gasoline,SUV,7,18.0,24.0,20.0,6,yes
2176,TOYOTA Highlander,3.5,6,Auto-S5,4WD,Gasoline,SUV,7,17.0,23.0,19.0,5,no
2179,TOYOTA Highlander Hybrid,3.3,6,Auto-AV,4WD,Gasoline,SUV,9,27.0,25.0,26.0,8,yes
2181,TOYOTA Land Cruiser,5.7,8,Auto-S6,4WD,Gasoline,SUV,7,13.0,18.0,15.0,3,no
2183,TOYOTA Matrix,1.8,4,Auto-L4,2WD,Gasoline,station wagon,7,25.0,31.0,27.0,8,yes
2184,TOYOTA Matrix,1.8,4,Man-5,2WD,Gasoline,station wagon,7,26.0,33.0,29.0,8,yes
2187,TOYOTA Prius,1.5,4,Auto-AV,2WD,Gasoline,midsize car,9.5,48.0,45.0,46.0,10,yes
2189,TOYOTA RAV4,2.4,4,Auto-L4,2WD,Gasoline,SUV,7,21.0,27.0,24.0,7,yes
2190,TOYOTA RAV4,2.4,4,Auto-L4,4WD,Gasoline,SUV,7,20.0,25.0,22.0,6,yes
2191,TOYOTA RAV4,3.5,6,Auto-L5,2WD,Gasoline,SUV,7,19.0,27.0,22.0,6,yes
2192,TOYOTA RAV4,3.5,6,Auto-L5,4WD,Gasoline,SUV,7,19.0,26.0,21.0,6,yes
2197,TOYOTA Scion TC,2.4,4,Man-5,2WD,Gasoline,small car,7,20.0,27.0,23.0,7,yes
2198,TOYOTA Scion TC,2.4,4,Auto-L4,2WD,Gasoline,small car,7,21.0,29.0,24.0,7,yes
2201,TOYOTA Scion XB,2.4,4,Auto-S4,2WD,Gasoline,station wagon,7,22.0,28.0,24.0,7,yes
2202,TOYOTA Scion XB,2.4,4,Man-5,2WD,Gasoline,station wagon,7,22.0,28.0,24.0,7,yes
2205,TOYOTA Scion XD,1.8,4,Auto-L4,2WD,Gasoline,small car,6,26.0,32.0,28.0,8,yes
2206,TOYOTA Scion XD,1.8,4,Man-5,2WD,Gasoline,small car,6,27.0,33.0,29.0,8,yes
2209,TOYOTA Sequoia,4.7,8,Auto-S5,2WD,Gasoline,SUV,7,14.0,17.0,15.0,3,no
2210,TOYOTA Sequoia,4.7,8,Auto-S5,4WD,Gasoline,SUV,7,13.0,16.0,14.0,2,no
2211,TOYOTA Sequoia,5.7,8,Auto-S6,2WD,Gasoline,SUV,7,14.0,19.0,15.0,3,no
2212,TOYOTA Sequoia,5.7,8,Auto-S6,4WD,Gasoline,SUV,7,13.0,18.0,15.0,3,no
2217,TOYOTA Sienna,3.5,6,Auto-L5,2WD,Gasoline,minivan,7,17.0,23.0,19.0,5,no
2218,TOYOTA Sienna,3.5,6,Auto-L5,4WD,Gasoline,minivan,7,16.0,21.0,18.0,5,no
2221,TOYOTA Solara,2.4,4,Man-5,2WD,Gasoline,small car,7,21.0,31.0,25.0,7,yes
2222,TOYOTA Solara,2.4,4,Auto-S5,2WD,Gasoline,small car,7,22.0,31.0,25.0,7,yes
2223,TOYOTA Solara,3.3,6,Auto-S5,2WD,Gasoline,small car,7,18.0,27.0,21.0,6,yes
2227,TOYOTA Solara Convertible,3.3,6,Auto-S5,2WD,Gasoline,small car,7,18.0,26.0,21.0,6,yes
2234,TOYOTA Tacoma,2.7,4,Auto-L4,2WD,Gasoline,pickup,6,19.0,25.0,21.0,6,no
2235,TOYOTA Tacoma,2.7,4,Man-5,2WD,Gasoline,pickup,6,20.0,25.0,22.0,6,no
2236,TOYOTA Tacoma,2.7,4,Auto-L4,2WD,Gasoline,pickup,6,19.0,25.0,21.0,6,no
2237,TOYOTA Tacoma,2.7,4,Man-5,2WD,Gasoline,pickup,6,20.0,25.0,22.0,6,no
2238,TOYOTA Tacoma,2.7,4,Man-5,4WD,Gasoline,pickup,6,17.0,22.0,19.0,5,no
2243,TOYOTA Tacoma,4.0,6,Man-6,2WD,Gasoline,pickup,6,15.0,19.0,17.0,4,no
2244,TOYOTA Tacoma,4.0,6,Auto-L5,2WD,Gasoline,pickup,6,16.0,20.0,18.0,5,no
2245,TOYOTA Tacoma,4.0,6,Man-6,4WD,Gasoline,pickup,6,15.0,18.0,16.0,4,no
2246,TOYOTA Tacoma,4.0,6,Auto-L5,4WD,Gasoline,pickup,6,16.0,20.0,18.0,5,no
2247,TOYOTA Tundra,4.7,8,Auto-S5,2WD,Gasoline,pickup,7,14.0,17.0,15.0,3,no
2248,TOYOTA Tundra,4.7,8,Auto-S5,4WD,Gasoline,pickup,7,13.0,16.0,15.0,3,no
2249,TOYOTA Tundra,5.7,8,Auto-S6,2WD,Gasoline,pickup,7,14.0,18.0,16.0,4,no
2250,TOYOTA Tundra,5.7,8,Auto-S6,4WD,Gasoline,pickup,7,13.0,17.0,14.0,2,no
2252,TOYOTA Tundra,4.0,6,Auto-S5,2WD,Gasoline,pickup,6,15.0,19.0,17.0,4,no
2257,TOYOTA Yaris,1.5,4,Auto-L4,2WD,Gasoline,small car,7,29.0,35.0,31.0,9,yes
2258,TOYOTA Yaris,1.5,4,Man-5,2WD,Gasoline,small car,7,29.0,36.0,32.0,9,yes
2261,VOLKSWAGEN Eos,2.0,4,Man-6,2WD,Gasoline,small car,7,21.0,29.0,24.0,7,yes
2262,VOLKSWAGEN Eos,2.0,4,Auto-S6,2WD,Gasoline,small car,7,21.0,30.0,24.0,7,yes
2266,VOLKSWAGEN Eos,3.2,6,Auto-S6,2WD,Gasoline,small car,6,19.0,26.0,22.0,6,no
2267,VOLKSWAGEN GTI,2.0,4,Man-6,2WD,Gasoline,small car,7,21.0,29.0,24.0,7,yes
2268,VOLKSWAGEN GTI,2.0,4,Auto-S6,2WD,Gasoline,small car,7,22.0,29.0,25.0,7,yes
2271,VOLKSWAGEN Jetta,2.5,5,Man-5,2WD,Gasoline,small car,9.5,21.0,29.0,24.0,7,yes
2272,VOLKSWAGEN Jetta,2.5,5,Auto-S6,2WD,Gasoline,small car,9.5,21.0,29.0,24.0,7,yes
2275,VOLKSWAGEN Jetta,2.0,4,Man-6,2WD,Gasoline,small car,7,21.0,29.0,24.0,7,yes
2276,VOLKSWAGEN Jetta,2.0,4,Auto-S6,2WD,Gasoline,small car,7,22.0,29.0,25.0,7,yes
2277,VOLKSWAGEN Jetta,2.5,5,Man-5,2WD,Gasoline,small car,7,21.0,29.0,24.0,7,yes
2278,VOLKSWAGEN Jetta,2.5,5,Auto-S6,2WD,Gasoline,small car,7,21.0,29.0,24.0,7,yes
2283,VOLKSWAGEN Jetta Wagon,2.5,5,Man-5,2WD,Gasoline,station wagon,9.5,21.0,29.0,24.0,7,yes
2284,VOLKSWAGEN Jetta Wagon,2.5,5,Auto-S6,2WD,Gasoline,station wagon,9.5,21.0,29.0,24.0,7,yes
2287,VOLKSWAGEN Jetta Wagon,2.5,5,Man-5,2WD,Gasoline,station wagon,7,21.0,29.0,24.0,7,yes
2288,VOLKSWAGEN Jetta Wagon,2.5,5,Auto-S6,2WD,Gasoline,station wagon,7,21.0,29.0,24.0,7,yes
2291,VOLKSWAGEN New Beetle,2.5,5,Man-5,2WD,Gasoline,small car,9.5,20.0,28.0,23.0,7,yes
2292,VOLKSWAGEN New Beetle,2.5,5,Auto-S6,2WD,Gasoline,small car,9.5,20.0,29.0,23.0,7,yes
2295,VOLKSWAGEN New Beetle,2.5,5,Man-5,2WD,Gasoline,small car,7,20.0,28.0,23.0,7,yes
2296,VOLKSWAGEN New Beetle,2.5,5,Auto-S6,2WD,Gasoline,small car,7,20.0,29.0,23.0,7,yes
2299,VOLKSWAGEN New Beetle Convertible,2.5,5,Auto-S6,2WD,Gasoline,small car,9.5,20.0,28.0,23.0,7,yes
2300,VOLKSWAGEN New Beetle Convertible,2.5,5,Man-5,2WD,Gasoline,small car,9.5,20.0,28.0,23.0,7,yes
2303,VOLKSWAGEN New Beetle Convertible,2.5,5,Auto-S6,2WD,Gasoline,small car,7,20.0,28.0,23.0,7,yes
2304,VOLKSWAGEN New Beetle Convertible,2.5,5,Man-5,2WD,Gasoline,small car,7,20.0,28.0,23.0,7,yes
2307,VOLKSWAGEN Passat,2.0,4,Auto-S6,2WD,Gasoline,midsize car,7,19.0,28.0,22.0,6,yes
2308,VOLKSWAGEN Passat,2.0,4,Man-6,2WD,Gasoline,midsize car,7,21.0,29.0,24.0,7,yes
2313,VOLKSWAGEN Passat,3.6,6,Auto-S6,4WD,Gasoline,midsize car,6,16.0,24.0,19.0,5,no
2314,VOLKSWAGEN Passat,3.6,6,Auto-S6,2WD,Gasoline,midsize car,6,17.0,26.0,20.0,6,no
2315,VOLKSWAGEN Passat Wagon,2.0,4,Auto-S6,2WD,Gasoline,station wagon,7,20.0,28.0,23.0,7,yes
2316,VOLKSWAGEN Passat Wagon,2.0,4,Man-6,2WD,Gasoline,station wagon,7,21.0,29.0,24.0,7,yes
2320,VOLKSWAGEN Passat Wagon,3.6,6,Auto-S6,4WD,Gasoline,station wagon,6,16.0,24.0,19.0,5,no
2322,VOLKSWAGEN R32,3.2,6,Auto-S6,4WD,Gasoline,small car,6,18.0,23.0,20.0,6,no
2323,VOLKSWAGEN Rabbit,2.5,5,Auto-S6,2WD,Gasoline,small car,9.5,21.0,29.0,24.0,7,yes
2324,VOLKSWAGEN Rabbit,2.5,5,Man-5,2WD,Gasoline,small car,9.5,22.0,29.0,24.0,7,yes
2327,VOLKSWAGEN Rabbit,2.5,5,Auto-S6,2WD,Gasoline,small car,7,21.0,29.0,24.0,7,yes
2328,VOLKSWAGEN Rabbit,2.5,5,Man-5,2WD,Gasoline,small car,7,22.0,29.0,24.0,7,yes
2332,VOLKSWAGEN Touareg,3.6,6,Auto-S6,4WD,Gasoline,SUV,6,14.0,20.0,16.0,4,no
2334,VOLKSWAGEN Touareg,4.2,8,Auto-S6,4WD,Gasoline,SUV,6,12.0,17.0,14.0,2,no
2336,VOLVO C30,2.4,5,Auto-S5,2WD,Gasoline,small car,7,20.0,28.0,23.0,7,yes
2337,VOLVO C30,2.4,5,Man-5,2WD,Gasoline,small car,7,20.0,28.0,23.0,7,yes
2338,VOLVO C30,2.5,5,Auto-S5,2WD,Gasoline,small car,7,19.0,27.0,22.0,6,yes
2339,VOLVO C30,2.5,5,Man-6,2WD,Gasoline,small car,7,19.0,28.0,23.0,7,yes
2344,VOLVO C70 Convertible,2.5,5,Auto-S5,2WD,Gasoline,small car,7,18.0,26.0,21.0,6,yes
2345,VOLVO C70 Convertible,2.5,5,Man-6,2WD,Gasoline,small car,7,18.0,27.0,21.0,6,yes
2348,VOLVO S40,2.4,5,Auto-S5,2WD,Gasoline,small car,9.5,20.0,28.0,23.0,7,yes
2349,VOLVO S40,2.4,5,Auto-S5,2WD,Gasoline,small car,7,20.0,28.0,23.0,7,yes
2350,VOLVO S40,2.4,5,Man-5,2WD,Gasoline,small car,7,20.0,28.0,23.0,7,yes
2351,VOLVO S40,2.5,5,Man-6,4WD,Gasoline,small car,7,17.0,25.0,20.0,6,yes
2352,VOLVO S40,2.5,5,Auto-S5,4WD,Gasoline,small car,7,18.0,26.0,21.0,6,yes
2353,VOLVO S40,2.5,5,Auto-S5,2WD,Gasoline,small car,7,19.0,27.0,22.0,6,yes
2354,VOLVO S40,2.5,5,Man-6,2WD,Gasoline,small car,7,19.0,28.0,23.0,7,yes
2361,VOLVO S60,2.5,5,Auto-L5,4WD,Gasoline,small car,7,17.0,26.0,21.0,6,yes
2362,VOLVO S60,2.5,5,Auto-S5,4WD,Gasoline,small car,7,18.0,26.0,21.0,6,yes
2363,VOLVO S60,2.5,5,Auto-L5,2WD,Gasoline,small car,7,19.0,27.0,22.0,6,yes
2364,VOLVO S60,2.5,5,Auto-S5,2WD,Gasoline,small car,7,19.0,27.0,22.0,6,yes
2367,VOLVO S60,2.4,5,Auto-S5,2WD,Gasoline,small car,6,18.0,26.0,21.0,6,no
2368,VOLVO S60,2.4,5,Man-6,2WD,Gasoline,small car,6,18.0,26.0,21.0,6,no
2373,VOLVO S80,3.0,6,Auto-S6,4WD,Gasoline,midsize car,7,15.0,23.0,18.0,5,no
2374,VOLVO S80,3.2,6,Auto-S6,2WD,Gasoline,midsize car,7,16.0,24.0,19.0,5,no
2375,VOLVO S80,3.2,6,Auto-S6,4WD,Gasoline,midsize car,7,16.0,24.0,19.0,5,no
2376,VOLVO S80,4.4,8,Auto-S6,4WD,Gasoline,midsize car,7,15.0,23.0,18.0,5,no
2381,VOLVO V50,2.4,5,Auto-S5,2WD,Gasoline,station wagon,9.5,20.0,28.0,23.0,7,yes
2382,VOLVO V50,2.4,5,Auto-S5,2WD,Gasoline,station wagon,7,20.0,28.0,23.0,7,yes
2383,VOLVO V50,2.4,5,Man-5,2WD,Gasoline,station wagon,7,20.0,28.0,23.0,7,yes
2384,VOLVO V50,2.5,5,Man-6,4WD,Gasoline,station wagon,7,17.0,25.0,20.0,6,yes
2385,VOLVO V50,2.5,5,Auto-S5,4WD,Gasoline,station wagon,7,18.0,26.0,21.0,6,yes
2386,VOLVO V50,2.5,5,Auto-S5,2WD,Gasoline,station wagon,7,19.0,27.0,22.0,6,yes
2387,VOLVO V50,2.5,5,Man-6,2WD,Gasoline,station wagon,7,19.0,28.0,23.0,7,yes
2394,VOLVO V70,3.2,6,Auto-S6,2WD,Gasoline,station wagon,7,16.0,24.0,19.0,5,no
2396,VOLVO XC 70,3.2,6,Auto-S6,4WD,Gasoline,SUV,7,15.0,22.0,17.0,4,no
2398,VOLVO XC 90,3.2,6,Auto-S6,2WD,Gasoline,SUV,7,14.0,20.0,16.0,4,no
2399,VOLVO XC 90,3.2,6,Auto-S6,4WD,Gasoline,SUV,7,14.0,20.0,16.0,4,no
2400,VOLVO XC 90,4.4,8,Auto-S6,4WD,Gasoline,SUV,7,13.0,19.0,15.0,3,no
1550,MERCEDES-BENZ C300,3.0,6,Auto-L7,2WD,ethanol,small car,6,13.0,19.0,15.0,7,no
1550,MERCEDES-BENZ C300,3.0,6,Auto-L7,2WD,gas,small car,4,18.0,25.0,21.0,6,no
