Unnamed: 0,model,displ,cyl,trans,drive,fuel,veh_class,air_pollution_score,city_mpg,hwy_mpg,cmb_mpg,greenhouse_gas_score,smartway
0,ACURA MDX,3.7,6,Auto-S5,4WD,Gasoline,SUV,7,15.0,20.0,17.0,4,no
2,ACURA RDX,2.3,4,Auto-S5,4WD,Gasoline,SUV,7,17.0,22.0,19.0,5,no
4,ACURA RL,3.5,6,Auto-S5,4WD,Gasoline,midsize car,7,16.0,24.0,19.0,5,no
6,ACURA TL,3.2,6,Auto-S5,2WD,Gasoline,midsize car,7,18.0,26.0,21.0,6,yes
7,ACURA TL,3.5,6,Auto-S5,2WD,Gasoline,midsize car,7,17.0,26.0,20.0,6,yes
8,ACURA TL,3.5,6,Man-6,2WD,Gasoline,midsize car,7,18.0,27.0,21.0,6,yes
14,ACURA TSX,2.4,4,Man-6,2WD,Gasoline,small car,6,19.0,28.0,22.0,6,no
15,ACURA TSX,2.4,4,Auto-S5,2WD,Gasoline,small car,6,20.0,28.0,23.0,7,yes
18,ASTON MARTIN DB9,5.9,12,Man-6,2WD,Gasoline,small car,6,10.0,16.0,12.0,0,no
19,ASTON MARTIN DB9,5.9,12,Auto-S6,2WD,Gasoline,small car,6,11.0,18.0,13.0,1,no
22,ASTON MARTIN DB9 Volante,5.9,12,Man-6,2WD,Gasoline,small car,6,10.0,16.0,12.0,0,no
23,ASTON MARTIN DB9 Volante,5.9,12,Auto-S6,2WD,Gasoline,small car,6,11.0,17.0,13.0,1,no
26,ASTON MARTIN V8 Vantage,4.3,8,Man-6,2WD,Gasoline,small car,6,12.0,19.0,15.0,3,no
27,ASTON MARTIN V8 Vantage,4.3,8,Auto-S6,2WD,Gasoline,small car,6,13.0,20.0,15.0,3,no
28,AUDI A3,2.0,4,Man-6,2WD,Gasoline,station wagon,7,21.0,29.0,24.0,7,yes
29,AUDI A3,2.0,4,Auto-S6,2WD,Gasoline,station wagon,7,22.0,29.0,25.0,7,yes
33,AUDI A3,3.2,6,Auto-S6,4WD,Gasoline,station wagon,6,18.0,25.0,21.0,6,no
34,AUDI A4,2.0,4,Auto-AV,2WD,Gasoline,small car,7,21.0,30.0,24.0,7,yes
39,AUDI A4,3.1,6,Man-6,4WD,Gasoline,small car,6,15.0,25.0,19.0,5,no
40,AUDI A4,3.1,6,Auto-S6,4WD,Gasoline,small car,6,17.0,25.0,20.0,6,no
41,AUDI A4,3.1,6,Auto-AV,2WD,Gasoline,small car,6,18.0,27.0,21.0,6,no
44,AUDI A4 Avant,3.1,6,Man-6,4WD,Gasoline,station wagon,6,15.0,25.0,19.0,5,no
45,AUDI A4 Avant,3.1,6,Auto-S6,4WD,Gasoline,station wagon,6,17.0,25.0,20.0,6,no
47,AUDI A4 Cabriolet,3.1,6,Auto-S6,4WD,Gasoline,small car,6,17.0,25.0,20.0,6,no
50,AUDI A6,3.1,6,Auto-S6,4WD,Gasoline,midsize car,6,17.0,25.0,20.0,6,no
51,AUDI A6,3.1,6,Auto-AV,2WD,Gasoline,midsize car,6,18.0,27.0,21.0,6,no
53,AUDI A6,4.2,8,Auto-S6,4WD,Gasoline,midsize car,6,16.0,23.0,18.0,5,no
55,AUDI A6 Avant,3.1,6,Auto-S6,4WD,Gasoline,station wagon,6,17.0,25.0,20.0,6,no
57,AUDI A8,4.2,8,Auto-S6,4WD,Gasoline,midsize car,6,16.0,23.0,18.0,5,no
59,AUDI A8 L,4.2,8,Auto-S6,4WD,Gasoline,large car,6,16.0,23.0,18.0,5,no
61,AUDI A8 L,6.0,12,Auto-S6,4WD,Gasoline,large car,6,13.0,19.0,15.0,3,no
63,AUDI Q7,3.6,6,Auto-S6,4WD,Gasoline,SUV,6,14.0,20.0,16.0,4,no
65,AUDI Q7,4.2,8,Auto-S6,4WD,Gasoline,SUV,6,12.0,17.0,14.0,2,no
68,AUDI R8,4.2,8,Auto-S6,4WD,Gasoline,small car,6,13.0,19.0,15.0,3,no
69,AUDI R8,4.2,8,Man-6,4WD,Gasoline,small car,6,13.0,20.0,15.0,3,no
71,AUDI RS4,4.2,8,Man-6,4WD,Gasoline,small car,6,13.0,20.0,15.0,3,no
73,AUDI RS4 Cabriolet,4.2,8,Man-6,4WD,Gasoline,small car,6,12.0,19.0,14.0,2,no
76,AUDI S4,4.2,8,Man-6,4WD,Gasoline,small car,6,13.0,20.0,15.0,3,no
77,AUDI S4,4.2,8,Auto-S6,4WD,Gasoline,small car,6,14.0,21.0,16.0,4,no
80,AUDI S4 Avant,4.2,8,Man-6,4WD,Gasoline,station wagon,6,13.0,20.0,15.0,3,no
81,AUDI S4 Avant,4.2,8,Auto-S6,4WD,Gasoline,station wagon,6,14.0,21.0,16.0,4,no
84,AUDI S4 Cabriolet,4.2,8,Man-6,4WD,Gasoline,small car,6,13.0,19.0,15.0,3,no
85,AUDI S4 Cabriolet,4.2,8,Auto-S6,4WD,Gasoline,small car,6,14.0,21.0,16.0,4,no
87,AUDI S5,4.2,8,Man-6,4WD,Gasoline,small car,6,14.0,21.0,16.0,4,no
89,AUDI S6,5.2,10,Auto-S6,4WD,Gasoline,midsize car,6,14.0,19.0,16.0,4,no
91,AUDI S8,5.2,10,Auto-S6,4WD,Gasoline,midsize car,6,13.0,19.0,15.0,3,no
92,AUDI TT Coupe,2.0,4,Auto-S6,2WD,Gasoline,small car,7,23.0,31.0,26.0,8,yes
96,AUDI TT Coupe,3.2,6,Man-6,4WD,Gasoline,small car,6,17.0,24.0,19.0,5,no
97,AUDI TT Coupe,3.2,6,Auto-S6,4WD,Gasoline,small car,6,18.0,24.0,20.0,6,no
98,AUDI TT Roadster,2.0,4,Auto-S6,2WD,Gasoline,small car,7,22.0,29.0,25.0,7,yes
102,AUDI TT Roadster,3.2,6,Man-6,4WD,Gasoline,small car,6,17.0,24.0,19.0,5,no
103,AUDI TT Roadster,3.2,6,Auto-S6,4WD,Gasoline,small car,6,18.0,24.0,20.0,6,no
106,BENTLEY Arnage,6.7,8,Auto-S6,2WD,Gasoline,large car,6,9.0,15.0,11.0,0,no
107,BENTLEY Arnage,6.7,8,Auto-S6,2WD,Gasoline,midsize car,6,10.0,15.0,11.0,0,no
109,BENTLEY Azure,6.7,8,Auto-S6,2WD,Gasoline,small car,6,9.0,15.0,11.0,0,no
111,BENTLEY Continental Flying Spur,6.0,12,Auto-S6,4WD,Gasoline,midsize car,6,10.0,17.0,12.0,0,no
113,BENTLEY Continental GT,6.0,12,Auto-S6,4WD,Gasoline,small car,6,10.0,17.0,13.0,1,no
115,BENTLEY Continental GTC,6.0,12,Auto-S6,4WD,Gasoline,small car,6,10.0,17.0,12.0,0,no
116,BMW 328ci,3.0,6,Man-6,2WD,Gasoline,small car,9.5,20.0,30.0,24.0,7,yes
117,BMW 328ci,3.0,6,Auto-S6,2WD,Gasoline,small car,9.5,23.0,31.0,25.0,7,yes
118,BMW 328ci,3.0,6,Man-6,2WD,Gasoline,small car,7,20.0,30.0,24.0,7,yes
119,BMW 328ci,3.0,6,Auto-S6,2WD,Gasoline,small car,7,23.0,31.0,25.0,7,yes
124,BMW 328ci Convertible,3.0,6,Man-6,2WD,Gasoline,small car,9.5,19.0,29.0,22.0,6,yes
125,BMW 328ci Convertible,3.0,6,Auto-S6,2WD,Gasoline,small car,9.5,20.0,30.0,24.0,7,yes
126,BMW 328ci Convertible,3.0,6,Man-6,2WD,Gasoline,small car,7,19.0,29.0,22.0,6,yes
127,BMW 328ci Convertible,3.0,6,Auto-S6,2WD,Gasoline,small car,7,20.0,30.0,24.0,7,yes
132,BMW 328cxi,3.0,6,Auto-S6,4WD,Gasoline,small car,9.5,20.0,27.0,23.0,7,yes
133,BMW 328cxi,3.0,6,Man-6,4WD,Gasoline,small car,7,19.0,28.0,22.0,6,yes
134,BMW 328cxi,3.0,6,Auto-S6,4WD,Gasoline,small car,7,20.0,27.0,23.0,7,yes
138,BMW 328i,3.0,6,Man-6,2WD,Gasoline,small car,9.5,20.0,30.0,24.0,7,yes
139,BMW 328i,3.0,6,Auto-S6,2WD,Gasoline,small car,9.5,23.0,31.0,25.0,7,yes
140,BMW 328i,3.0,6,Man-6,2WD,Gasoline,small car,7,20.0,30.0,24.0,7,yes
141,BMW 328i,3.0,6,Auto-S6,2WD,Gasoline,small car,7,23.0,31.0,25.0,7,yes
146,BMW 328i Sport Wagon,3.0,6,Man-6,2WD,Gasoline,station wagon,7,19.0,29.0,22.0,6,yes
148,BMW 328xi,3.0,6,Auto-S6,4WD,Gasoline,small car,9.5,20.0,27.0,23.0,7,yes
149,BMW 328xi,3.0,6,Man-6,4WD,Gasoline,small car,7,19.0,28.0,22.0,6,yes
150,BMW 328xi,3.0,6,Auto-S6,4WD,Gasoline,small car,7,20.0,27.0,23.0,7,yes
154,BMW 328xi Sport Wagon,3.0,6,Man-6,4WD,Gasoline,station wagon,7,19.0,28.0,22.0,6,yes
155,BMW 328xi Sport Wagon,3.0,6,Auto-S6,4WD,Gasoline,station wagon,7,20.0,27.0,23.0,7,yes
160,BMW 335ci,3.0,6,Man-6,2WD,Gasoline,small car,6,19.0,28.0,22.0,6,no
161,BMW 335ci,3.0,6,Auto-S6,2WD,Gasoline,small car,6,20.0,28.0,23.0,7,yes
164,BMW 335ci Convertible,3.0,6,Man-6,2WD,Gasoline,small car,6,19.0,28.0,22.0,6,no
165,BMW 335ci Convertible,3.0,6,Auto-S6,2WD,Gasoline,small car,6,20.0,28.0,23.0,7,yes
168,BMW 335cxi,3.0,6,Man-6,4WD,Gasoline,small car,6,18.0,27.0,21.0,6,no
169,BMW 335cxi,3.0,6,Auto-S6,4WD,Gasoline,small car,6,19.0,27.0,22.0,6,no
172,BMW 335i,3.0,6,Man-6,2WD,Gasoline,small car,6,19.0,28.0,22.0,6,no
173,BMW 335i,3.0,6,Auto-S6,2WD,Gasoline,small car,6,20.0,28.0,23.0,7,yes
176,BMW 335xi,3.0,6,Man-6,4WD,Gasoline,small car,6,18.0,27.0,21.0,6,no
177,BMW 335xi,3.0,6,Auto-S6,4WD,Gasoline,small car,6,19.0,27.0,22.0,6,no
178,BMW 528i,3.0,6,Auto-S6,2WD,Gasoline,midsize car,7,20.0,30.0,24.0,7,yes
179,BMW 528i,3.0,6,Man-6,2WD,Gasoline,midsize car,7,20.0,30.0,24.0,7,yes
182,BMW 528xi,3.0,6,Man-6,4WD,Gasoline,midsize car,7,19.0,28.0,22.0,6,yes
183,BMW 528xi,3.0,6,Auto-S6,4WD,Gasoline,midsize car,7,20.0,27.0,23.0,7,yes
188,BMW 535i,3.0,6,Man-6,2WD,Gasoline,midsize car,6,19.0,28.0,22.0,6,no
189,BMW 535i,3.0,6,Auto-S6,2WD,Gasoline,midsize car,6,20.0,28.0,23.0,7,yes
192,BMW 535xi,3.0,6,Man-6,4WD,Gasoline,midsize car,6,18.0,27.0,21.0,6,no
193,BMW 535xi,3.0,6,Auto-S6,4WD,Gasoline,midsize car,6,19.0,27.0,22.0,6,no
196,BMW 535xi Sport Wagon,3.0,6,Man-6,4WD,Gasoline,station wagon,6,17.0,25.0,20.0,6,no
197,BMW 535xi Sport Wagon,3.0,6,Auto-S6,4WD,Gasoline,station wagon,6,18.0,26.0,21.0,6,no
198,BMW 550i,4.8,8,Man-6,2WD,Gasoline,midsize car,7,17.0,24.0,19.0,5,no
199,BMW 550i,4.8,8,Auto-S6,2WD,Gasoline,midsize car,7,17.0,25.0,20.0,6,yes
202,BMW 650ci,4.8,8,Man-6,2WD,Gasoline,small car,7,17.0,24.0,19.0,5,no
203,BMW 650ci,4.8,8,Auto-S6,2WD,Gasoline,small car,7,17.0,25.0,20.0,6,yes
206,BMW 650ci Convertible,4.8,8,Man-6,2WD,Gasoline,small car,7,16.0,22.0,18.0,5,no
207,BMW 650ci Convertible,4.8,8,Auto-S6,2WD,Gasoline,small car,7,17.0,25.0,20.0,6,yes
210,BMW 750i,4.8,8,Auto-S6,2WD,Gasoline,large car,7,17.0,25.0,20.0,6,yes
212,BMW 750li,4.8,8,Auto-S6,2WD,Gasoline,large car,7,17.0,25.0,20.0,6,yes
215,BMW 760li,6.0,12,Auto-S6,2WD,Gasoline,large car,6,14.0,22.0,17.0,4,no
217,BMW Alpina B7,4.4,8,Auto-S6,2WD,Gasoline,large car,6,15.0,23.0,18.0,5,no
220,BMW M5,5.0,10,Man-6,2WD,Gasoline,midsize car,6,12.0,18.0,14.0,2,no
221,BMW M5,5.0,10,Auto-S7,2WD,Gasoline,midsize car,6,12.0,18.0,14.0,2,no
224,BMW M6,5.0,10,Man-6,2WD,Gasoline,small car,6,12.0,18.0,14.0,2,no
225,BMW M6,5.0,10,Auto-S7,2WD,Gasoline,small car,6,12.0,18.0,14.0,2,no
228,BMW M6 Convertible,5.0,10,Man-6,2WD,Gasoline,small car,6,12.0,18.0,14.0,2,no
229,BMW M6 Convertible,5.0,10,Auto-S7,2WD,Gasoline,small car,6,12.0,19.0,14.0,2,no
230,BMW X3,3.0,6,Man-6,4WD,Gasoline,SUV,7,18.0,26.0,21.0,6,yes
231,BMW X3,3.0,6,Auto-S6,4WD,Gasoline,SUV,7,19.0,26.0,22.0,6,yes
234,BMW X5,3.0,6,Auto-S6,4WD,Gasoline,SUV,7,17.0,23.0,19.0,5,no
235,BMW X5,4.8,8,Auto-S6,4WD,Gasoline,SUV,7,15.0,21.0,17.0,4,no
238,BMW Z4,3.0,6,Man-6,2WD,Gasoline,small car,7,20.0,30.0,24.0,7,yes
239,BMW Z4,3.0,6,Auto-S6,2WD,Gasoline,small car,7,23.0,31.0,25.0,7,yes
242,BMW Z4 Coupe,3.0,6,Man-6,2WD,Gasoline,small car,7,20.0,30.0,24.0,7,yes
243,BMW Z4 Coupe,3.0,6,Auto-S6,2WD,Gasoline,small car,7,23.0,31.0,25.0,7,yes
247,BUGATTI Veyron,8.0,16,Auto-S6,4WD,Gasoline,small car,6,8.0,14.0,10.0,0,no
248,BUICK Allure,3.8,6,Auto-L4,2WD,Gasoline,midsize car,9.5,17.0,28.0,21.0,6,yes
250,BUICK Allure,3.6,6,Auto-L4,2WD,Gasoline,midsize car,6,17.0,25.0,20.0,6,no
253,BUICK Allure,5.3,8,Auto-L4,2WD,Gasoline,midsize car,6,16.0,25.0,19.0,5,no
256,BUICK Enclave,3.6,6,Auto-L6,2WD,Gasoline,SUV,6,16.0,24.0,19.0,5,no
257,BUICK Enclave,3.6,6,Auto-L6,4WD,Gasoline,SUV,6,16.0,22.0,18.0,5,no
258,BUICK LaCrosse,3.8,6,Auto-L4,2WD,Gasoline,midsize car,9.5,17.0,28.0,21.0,6,yes
260,BUICK LaCrosse,3.6,6,Auto-L4,2WD,Gasoline,midsize car,6,17.0,25.0,20.0,6,no
263,BUICK LaCrosse,5.3,8,Auto-L4,2WD,Gasoline,midsize car,6,16.0,25.0,19.0,5,no
264,BUICK Lucerne,3.8,6,Auto-L4,2WD,Gasoline,large car,9.5,16.0,25.0,19.0,5,no
271,BUICK Terraza,3.9,6,Auto-L4,2WD,Gasoline,minivan,6,16.0,23.0,19.0,5,no
278,CADILLAC CTS,3.6,6,Man-6,2WD,Gasoline,midsize car,6,16.0,25.0,19.0,5,no
279,CADILLAC CTS,3.6,6,Man-6,2WD,Gasoline,midsize car,6,16.0,25.0,19.0,5,no
280,CADILLAC CTS,3.6,6,Auto-S6,4WD,Gasoline,midsize car,6,17.0,25.0,20.0,6,no
281,CADILLAC CTS,3.6,6,Auto-S6,4WD,Gasoline,midsize car,6,17.0,26.0,20.0,6,no
282,CADILLAC CTS,3.6,6,Auto-S6,2WD,Gasoline,midsize car,6,17.0,26.0,20.0,6,no
283,CADILLAC CTS,3.6,6,Auto-S6,2WD,Gasoline,midsize car,6,18.0,26.0,21.0,6,no
290,CADILLAC Escalade,6.2,8,Auto-L6,2WD,Gasoline,SUV,6,12.0,19.0,14.0,2,no
291,CADILLAC Escalade,6.2,8,Auto-L6,4WD,Gasoline,SUV,6,12.0,18.0,14.0,2,no
296,CADILLAC SRX,3.6,6,Auto-S5,2WD,Gasoline,SUV,6,15.0,22.0,17.0,4,no
297,CADILLAC SRX,3.6,6,Auto-S5,4WD,Gasoline,SUV,6,14.0,22.0,17.0,4,no
300,CADILLAC SRX,4.6,8,Auto-S6,2WD,Gasoline,SUV,6,13.0,20.0,16.0,4,no
301,CADILLAC SRX,4.6,8,Auto-S6,4WD,Gasoline,SUV,6,13.0,20.0,15.0,3,no
304,CADILLAC STS,3.6,6,Auto-S6,4WD,Gasoline,midsize car,6,17.0,26.0,20.0,6,no
305,CADILLAC STS,3.6,6,Auto-S6,2WD,Gasoline,midsize car,6,17.0,26.0,20.0,6,no
307,CADILLAC STS,4.4,8,Auto-S6,2WD,Gasoline,midsize car,6,13.0,19.0,15.0,3,no
310,CADILLAC STS,4.6,8,Auto-S6,4WD,Gasoline,midsize car,6,14.0,21.0,16.0,4,no
311,CADILLAC STS,4.6,8,Auto-S6,2WD,Gasoline,midsize car,6,15.0,24.0,18.0,5,no
313,CADILLAC XLR,4.4,8,Auto-S6,2WD,Gasoline,small car,6,14.0,21.0,16.0,4,no
315,CADILLAC XLR,4.6,8,Auto-S6,2WD,Gasoline,small car,6,15.0,24.0,18.0,5,no
334,CHEVROLET Classic,3.5,6,Auto-L4,2WD,Gasoline,midsize car,7,18.0,28.0,22.0,6,yes
336,CHEVROLET Classic,2.2,4,Auto-L4,2WD,Gasoline,midsize car,6,21.0,31.0,25.0,7,yes
339,CHEVROLET Cobalt,2.2,4,Auto-L4,2WD,Gasoline,small car,9.5,22.0,31.0,26.0,8,yes
340,CHEVROLET Cobalt,2.2,4,Man-5,2WD,Gasoline,small car,9.5,24.0,33.0,27.0,8,yes
343,CHEVROLET Cobalt,2.2,4,Auto-L4,2WD,Gasoline,small car,6,22.0,31.0,26.0,8,yes
344,CHEVROLET Cobalt,2.2,4,Man-5,2WD,Gasoline,small car,6,24.0,33.0,27.0,8,yes
347,CHEVROLET Cobalt,2.4,4,Auto-L4,2WD,Gasoline,small car,6,22.0,31.0,25.0,7,yes
348,CHEVROLET Cobalt,2.4,4,Man-5,2WD,Gasoline,small car,6,22.0,32.0,26.0,8,yes
371,CHEVROLET Corvette,7.0,8,Man-6,2WD,Gasoline,small car,6,15.0,24.0,18.0,5,no
372,CHEVROLET Equinox,3.4,6,Auto-L5,2WD,Gasoline,SUV,7,17.0,24.0,19.0,5,no
373,CHEVROLET Equinox,3.4,6,Auto-L5,4WD,Gasoline,SUV,7,17.0,24.0,19.0,5,no
378,CHEVROLET Equinox,3.6,6,Auto-S6,2WD,Gasoline,SUV,6,16.0,24.0,19.0,5,no
379,CHEVROLET Equinox,3.6,6,Auto-S6,4WD,Gasoline,SUV,6,16.0,24.0,19.0,5,no
384,CHEVROLET Express 1500,5.3,8,Auto-L4,4WD,Gasoline,van,6,12.0,16.0,14.0,2,no
385,CHEVROLET Express 1500,5.3,8,Auto-L4,2WD,Gasoline,van,6,12.0,16.0,14.0,2,no
388,CHEVROLET Express 2500,5.3,8,Auto-L4,2WD,Gasoline,van,6,12.0,16.0,14.0,2,no
397,CHEVROLET HHR,2.2,4,Man-5,2WD,Gasoline,SUV,7,20.0,30.0,24.0,7,yes
398,CHEVROLET HHR,2.2,4,Man-5,2WD,Gasoline,SUV,7,21.0,30.0,24.0,7,yes
399,CHEVROLET HHR,2.2,4,Auto-L4,2WD,Gasoline,SUV,7,22.0,30.0,25.0,7,yes
400,CHEVROLET HHR,2.2,4,Auto-L4,2WD,Gasoline,SUV,7,22.0,30.0,25.0,7,yes
401,CHEVROLET HHR,2.4,4,Man-5,2WD,Gasoline,SUV,7,20.0,28.0,23.0,7,yes
402,CHEVROLET HHR,2.4,4,Man-5,2WD,Gasoline,SUV,7,20.0,29.0,23.0,7,yes
403,CHEVROLET HHR,2.4,4,Auto-L4,2WD,Gasoline,SUV,7,22.0,28.0,24.0,7,yes
404,CHEVROLET HHR,2.4,4,Auto-L4,2WD,Gasoline,SUV,7,22.0,28.0,24.0,7,yes
406,CHEVROLET HHR,2.0,4,Auto-L4,2WD,Gasoline,SUV,6,19.0,28.0,22.0,6,no
415,CHEVROLET Impala,3.5,6,Auto-L4,2WD,Gasoline,large car,9.5,18.0,29.0,22.0,6,yes
420,CHEVROLET Impala,5.3,8,Auto-L4,2WD,Gasoline,large car,6,16.0,25.0,19.0,5,no
421,CHEVROLET Malibu,3.5,6,Auto-L4,2WD,Gasoline,midsize car,7,18.0,29.0,22.0,6,yes
423,CHEVROLET Malibu,2.4,4,Auto-L4,2WD,Gasoline,midsize car,6,22.0,30.0,25.0,7,yes
426,CHEVROLET Malibu,3.6,6,Auto-S6,2WD,Gasoline,midsize car,6,17.0,26.0,20.0,6,no
428,CHEVROLET Malibu Hybrid,2.4,4,Auto-L4,2WD,Gasoline,midsize car,6,24.0,32.0,27.0,8,yes
441,CHEVROLET Silverado 15,4.3,6,Auto-L4,2WD,Gasoline,pickup,6,15.0,20.0,17.0,4,no
442,CHEVROLET Silverado 15,4.3,6,Auto-L4,4WD,Gasoline,pickup,6,14.0,18.0,15.0,3,no
494,CHEVROLET Tahoe 1500,6.2,8,Auto-L6,2WD,Gasoline,SUV,6,12.0,19.0,14.0,2,no
498,CHEVROLET Tahoe 1500 Hybrid,6.0,8,Auto-AV,2WD,Gasoline,SUV,6,21.0,22.0,21.0,6,no
499,CHEVROLET Tahoe 1500 Hybrid,6.0,8,Auto-AV,4WD,Gasoline,SUV,6,20.0,20.0,20.0,6,no
504,CHEVROLET Trailblazer,5.3,8,Auto-L4,2WD,Gasoline,SUV,6,14.0,20.0,17.0,4,no
505,CHEVROLET Trailblazer,5.3,8,Auto-L4,4WD,Gasoline,SUV,6,13.0,19.0,16.0,4,no
506,CHEVROLET Trailblazer,6.0,8,Auto-L4,2WD,Gasoline,SUV,6,12.0,16.0,14.0,2,no
507,CHEVROLET Trailblazer,6.0,8,Auto-L4,4WD,Gasoline,SUV,6,12.0,16.0,13.0,1,no
514,CHEVROLET Uplander,3.9,6,Auto-L4,2WD,Gasoline,minivan,6,16.0,23.0,19.0,5,no
516,CHEVROLET Van 1500,4.3,6,Auto-L4,2WD,Gasoline,van,6,15.0,20.0,17.0,4,no
521,CHEVROLET Van 1500,5.3,8,Auto-L4,4WD,Gasoline,van,6,12.0,16.0,14.0,2,no
522,CHEVROLET Van 1500,5.3,8,Auto-L4,2WD,Gasoline,van,6,12.0,16.0,14.0,2,no
523,CHEVROLET Van 1500,5.3,8,Auto-L4,4WD,Gasoline,van,6,13.0,17.0,15.0,3,no
524,CHEVROLET Van 1500,5.3,8,Auto-L4,2WD,Gasoline,van,6,14.0,18.0,15.0,3,no
527,CHEVROLET Van 2500,4.3,6,Auto-L4,2WD,Gasoline,van,6,15.0,20.0,17.0,4,no
531,CHEVROLET Van 2500,5.3,8,Auto-L4,2WD,Gasoline,van,6,12.0,16.0,14.0,2,no
532,CHEVROLET Van 2500,5.3,8,Auto-L4,4WD,Gasoline,van,6,13.0,17.0,15.0,3,no
533,CHEVROLET Van 2500,5.3,8,Auto-L4,2WD,Gasoline,van,6,14.0,18.0,15.0,3,no
544,CHRYSLER 300,3.5,6,Auto-L5,4WD,Gasoline,large car,7,15.0,22.0,18.0,5,no
545,CHRYSLER 300,3.5,6,Auto-L5,2WD,Gasoline,large car,7,17.0,24.0,20.0,6,yes
546,CHRYSLER 300,3.5,6,Auto-L4,2WD,Gasoline,large car,7,17.0,24.0,20.0,6,yes
550,CHRYSLER 300,2.7,6,Auto-L4,2WD,Gasoline,large car,6,18.0,26.0,21.0,6,no
555,CHRYSLER 300,6.1,8,Auto-L5,2WD,Gasoline,large car,6,13.0,18.0,15.0,3,no
556,CHRYSLER Aspen,4.7,8,Auto-L5,2WD,Gasoline,SUV,7,14.0,19.0,15.0,3,no
559,CHRYSLER Aspen,5.7,8,Auto-L5,2WD,Gasoline,SUV,6,13.0,19.0,15.0,3,no
560,CHRYSLER Aspen,5.7,8,Auto-L5,4WD,Gasoline,SUV,6,13.0,18.0,15.0,3,no
565,CHRYSLER Crossfire,3.2,6,Man-6,2WD,Gasoline,small car,6,15.0,23.0,18.0,5,no
566,CHRYSLER Crossfire,3.2,6,Auto-L5,2WD,Gasoline,small car,6,19.0,25.0,21.0,6,no
567,CHRYSLER PT Cruiser,2.4,4,Auto-L4,2WD,Gasoline,SUV,7,18.0,24.0,21.0,6,yes
568,CHRYSLER PT Cruiser,2.4,4,Auto-L4,2WD,Gasoline,SUV,7,19.0,24.0,21.0,6,yes
569,CHRYSLER PT Cruiser,2.4,4,Man-5,2WD,Gasoline,SUV,7,20.0,25.0,22.0,6,yes
574,CHRYSLER PT Cruiser,2.4,4,Auto-L4,2WD,Gasoline,SUV,6,18.0,24.0,21.0,6,no
575,CHRYSLER PT Cruiser,2.4,4,Auto-L4,2WD,Gasoline,SUV,6,19.0,24.0,21.0,6,no
576,CHRYSLER PT Cruiser,2.4,4,Man-5,2WD,Gasoline,SUV,6,20.0,25.0,22.0,6,no
577,CHRYSLER PT Cruiser,2.4,4,Man-5,2WD,Gasoline,SUV,6,21.0,26.0,23.0,7,yes
578,CHRYSLER PT Cruiser Convertible,2.4,4,Auto-L4,2WD,Gasoline,small car,7,18.0,24.0,21.0,6,yes
579,CHRYSLER PT Cruiser Convertible,2.4,4,Auto-L4,2WD,Gasoline,small car,7,19.0,24.0,21.0,6,yes
580,CHRYSLER PT Cruiser Convertible,2.4,4,Man-5,2WD,Gasoline,small car,7,20.0,25.0,22.0,6,yes
585,CHRYSLER PT Cruiser Convertible,2.4,4,Auto-L4,2WD,Gasoline,small car,6,18.0,24.0,21.0,6,no
586,CHRYSLER PT Cruiser Convertible,2.4,4,Auto-L4,2WD,Gasoline,small car,6,19.0,24.0,21.0,6,no
587,CHRYSLER PT Cruiser Convertible,2.4,4,Man-5,2WD,Gasoline,small car,6,20.0,25.0,22.0,6,no
588,CHRYSLER PT Cruiser Convertible,2.4,4,Man-5,2WD,Gasoline,small car,6,21.0,26.0,23.0,7,yes
589,CHRYSLER Pacifica,3.8,6,Auto-L4,2WD,Gasoline,SUV,7,15.0,22.0,18.0,5,no
590,CHRYSLER Pacifica,4.0,6,Auto-L6,2WD,Gasoline,SUV,7,15.0,23.0,17.0,4,no
591,CHRYSLER Pacifica,4.0,6,Auto-L6,4WD,Gasoline,SUV,7,14.0,22.0,17.0,4,no
595,CHRYSLER SRT-8,3.5,6,Auto-L5,2WD,Gasoline,large car,7,17.0,24.0,20.0,6,yes
596,CHRYSLER SRT-8,3.5,6,Auto-L4,2WD,Gasoline,large car,7,17.0,24.0,20.0,6,yes
599,CHRYSLER SRT-8,2.7,6,Auto-L4,2WD,Gasoline,large car,6,18.0,26.0,21.0,6,no
603,CHRYSLER SRT-8,6.1,8,Auto-L5,2WD,Gasoline,large car,6,13.0,18.0,15.0,3,no
604,CHRYSLER Sebring,2.4,4,Auto-L4,2WD,Gasoline,midsize car,7,21.0,30.0,24.0,7,yes
605,CHRYSLER Sebring,3.5,6,Auto-L6,4WD,Gasoline,midsize car,7,15.0,24.0,18.0,5,no
606,CHRYSLER Sebring,3.5,6,Auto-L6,2WD,Gasoline,midsize car,7,16.0,26.0,19.0,5,no
608,CHRYSLER Sebring,2.4,4,Auto-L4,2WD,Gasoline,midsize car,6,21.0,30.0,24.0,7,yes
609,CHRYSLER Sebring,2.7,6,Auto-L4,2WD,Gasoline,midsize car,6,19.0,27.0,22.0,6,no
613,CHRYSLER Sebring Convertible,2.4,4,Auto-L4,2WD,Gasoline,small car,7,20.0,29.0,23.0,7,yes
614,CHRYSLER Sebring Convertible,3.5,6,Auto-L6,2WD,Gasoline,small car,7,16.0,26.0,19.0,5,no
